sample,field,id,z,z_type,logM,logM_elo,logM_ehi,av,av_code,av_fast,logssfr,logage_lw,logage_fit,uv,vj,quiescent_uvj,re_arcsec,re_kpc,band,lam_rest_A,re_5000_kpc,q,n,n_err,flag,primary,re_limit
LEGA-C,COSMOS,254580,0.6937,spec,10.704,0.0200000000000013,0.0399999999999991,1.004,MAGPHYS (de Graaff+21),0.4,-9.825,-0.0730000000000004,-0.0730000000000004,1.5662011984866295,1.2189846045982398,False,0.4497,3.201858229468207,F814W,4806.045934935349,3.1703453768489718,0.4462,4.157,0.715,0.0,1.0,0.0
LEGA-C,COSMOS,254774,0.882,spec,11.132,0.0,0.0999999999999996,1.767,MAGPHYS (de Graaff+21),0.9,-10.02,0.0269999999999992,0.0269999999999992,1.870995071684619,1.5236925048213437,False,0.7049,5.459710695272049,F814W,4325.185972369819,5.2653631035441375,0.5386,1.4305,0.246,0.0,1.0,0.0
LEGA-C,COSMOS,255047,0.8637,spec,10.78,0.0399999999999991,0.0099999999999997,0.242,MAGPHYS (de Graaff+21),0.4,-11.12,0.3620000000000001,0.3620000000000001,1.86856914421272,1.0263430032663723,True,0.3465,2.666895106870914,F814W,4367.655738584536,2.5782530096553784,0.6476,4.6984,0.8081,0.0,1.0,0.0
LEGA-C,COSMOS,255233,0.7644,spec,10.771,0.1100000000000012,0.08,1.431,MAGPHYS (de Graaff+21),0.9,-9.925,0.2019999999999999,0.2019999999999999,1.5837126028965205,1.3414797026843772,False,0.5732,4.235546848214975,F814W,4613.466334164588,4.151201623892644,0.5645,2.4072,0.414,0.0,1.0,0.0
LEGA-C,COSMOS,255244,0.8826,spec,11.435,0.0500000000000007,0.0700000000000002,1.166,MAGPHYS (de Graaff+21),0.8,-10.12,0.2870000000000008,0.2870000000000008,1.6810137209531597,1.4351037560088995,False,1.8717,14.499923868072852,F814W,4323.80750026559,13.982660353400451,0.3531,2.1637,0.3722,0.0,1.0,0.0
LEGA-C,COSMOS,255458,0.7606,spec,10.799,0.08,0.0500000000000007,1.191,MAGPHYS (de Graaff+21),1.2,-9.975,0.3819999999999997,0.3819999999999997,1.6815791142240977,1.460618857308455,False,1.0939,8.068571737934542,F814W,4623.423832784278,7.912160536384983,0.2377,2.1084,0.3626,0.0,1.0,0.0
LEGA-C,COSMOS,255568,0.8537,spec,10.845,0.08,0.0499999999999989,1.2,MAGPHYS (de Graaff+21),1.9,-9.725,0.1270000000000006,0.1270000000000006,1.4112401435906288,1.187784176137152,False,0.3471,2.66193479673202,F814W,4391.21756487026,2.5769212748045067,0.9597,1.7758,0.3054,0.0,1.0,0.0
LEGA-C,COSMOS,255757,0.7036,spec,10.69,0.1199999999999992,0.0700000000000002,0.821,MAGPHYS (de Graaff+21),0.5,-10.27,0.3870000000000004,0.3870000000000004,1.5312680649121568,1.0080124162564672,True,0.4532,3.245144831048984,F814W,4778.116928856539,3.208527577639318,0.7437,2.2027,0.3789,0.0,1.0,0.0
LEGA-C,COSMOS,255976,0.7344,spec,11.133,0.0,0.0700000000000002,0.118,MAGPHYS (de Graaff+21),0.8,-11.22,0.5920000000000005,0.5920000000000005,1.9365125647997872,1.1839871884816624,True,0.6514,4.742591450895804,F814W,4693.265682656826,4.668119853902177,0.7513,5.2549,0.9038,0.0,1.0,0.0
LEGA-C,COSMOS,255999,0.7373,spec,11.327,0.0199999999999995,0.0600000000000005,1.824,MAGPHYS (de Graaff+21),2.3,-9.575,-0.0030000000000001,-0.0030000000000001,1.6091492971110837,1.4469031321118695,False,1.3582,9.90327275033904,F814W,4685.431416565936,9.743693977932304,0.5017,2.3518,0.4045,0.0,1.0,0.0
LEGA-C,COSMOS,256036,0.8379,spec,10.646,0.08,0.0699999999999985,1.384,MAGPHYS (de Graaff+21),1.9,-9.675,0.1319999999999996,0.1319999999999996,1.4285728703587717,1.2600629536948815,False,0.6985,5.325373831204256,F814W,4428.967843734697,5.166342933166518,0.4268,0.681,0.1171,0.0,1.0,0.0
LEGA-C,COSMOS,256211,0.8758,spec,11.362,0.0,0.0,0.374,MAGPHYS (de Graaff+21),0.2,-11.52,0.3019999999999996,0.3019999999999996,2.1271950000586672,1.149619755700868,True,0.9513,7.352717016760441,F814W,4339.481821089668,7.096836810902394,0.9927,4.8872,0.8406,0.0,1.0,0.0
LEGA-C,COSMOS,256211,0.8761,spec,11.362,0.0,0.0,0.374,MAGPHYS (de Graaff+21),0.2,-11.52,0.3019999999999996,0.3019999999999996,2.1271950000586672,1.149619755700868,True,0.9513,7.353470433503496,F814W,4338.787911092159,7.097280255045885,0.9927,4.8872,0.8406,0.0,1.0,0.0
LEGA-C,COSMOS,256221,0.8092,spec,10.52,0.0599999999999987,0.0700000000000002,0.345,MAGPHYS (de Graaff+21),1.2,-9.325,-0.0980000000000007,-0.0980000000000007,0.966021066499956,0.8277721383174388,False,0.7959,5.999042035314749,F814W,4499.226177315941,5.842838205874053,0.6978,0.749,0.1288,0.0,1.0,0.0
LEGA-C,COSMOS,256221,0.8093,spec,10.52,0.0599999999999987,0.0700000000000002,0.345,MAGPHYS (de Graaff+21),1.2,-9.325,-0.0980000000000007,-0.0980000000000007,0.966021066499956,0.8277721383174388,False,0.7959,5.999290841979905,F814W,4498.977505112474,5.842999795649383,0.6978,0.749,0.1288,0.0,1.0,0.0
LEGA-C,COSMOS,256344,0.7895,spec,10.945,0.0500000000000007,0.1400000000000005,0.262,MAGPHYS (de Graaff+21),0.7,-11.17,0.3819999999999997,0.3819999999999997,1.9906355973422087,1.2279303722668715,True,1.0031,7.497477558888653,F814W,4548.756635931825,7.322271855396554,0.6945,5.1447,0.8849,0.0,1.0,0.0
LEGA-C,COSMOS,256509,0.8925,spec,10.997,0.0899999999999998,0.0700000000000002,1.05,MAGPHYS (de Graaff+21),0.7,-10.17,0.2669999999999994,0.2669999999999994,1.6694412404633423,1.3427060286739063,False,0.7197,5.593717538893326,F814W,4301.188903566711,5.387101527244235,0.6496,1.7607,0.3028,0.0,1.0,0.0
LEGA-C,COSMOS,256646,0.8613,spec,11.112,0.0600000000000005,0.0,0.092,MAGPHYS (de Graaff+21),0.2,-10.57,0.3520000000000003,0.3520000000000003,1.701171270164299,1.295921216846995,False,0.6637,5.10392487497592,F814W,4373.287487240101,4.935870753978134,0.891,4.1765,0.7184,0.0,1.0,0.0
LEGA-C,COSMOS,256655,0.8728,spec,11.08,0.0,0.0,0.028,MAGPHYS (de Graaff+21),0.4,-11.77,0.4269999999999996,0.4269999999999996,1.947311938939981,1.0626058863460044,True,0.5862,4.526150901578511,F814W,4346.433148227254,4.370385827687997,0.5763,5.537,0.9524,0.0,1.0,0.0
LEGA-C,COSMOS,256660,0.7051,spec,10.971,0.0299999999999993,0.1199999999999992,0.242,MAGPHYS (de Graaff+21),0.8,-10.77,0.5370000000000008,0.5370000000000008,1.8608899914138028,1.2934583858413506,True,0.7336,5.257396385417268,F814W,4773.913553457276,5.1969298997094375,0.5735,2.7549,0.4738,0.0,1.0,0.0
LEGA-C,COSMOS,256739,0.7348,spec,11.239,0.08,0.1399999999999988,0.686,MAGPHYS (de Graaff+21),1.1,-10.62,0.4320000000000004,0.4320000000000004,1.911076162893086,1.4385658546606668,True,1.3698,9.975041202505428,F814W,4692.1835370071485,9.817839883066735,0.5876,4.7916,0.8242,0.0,1.0,0.0
LEGA-C,COSMOS,256742,0.8843,spec,10.679,0.1099999999999994,0.0600000000000005,0.773,MAGPHYS (de Graaff+21),1.7,-9.775,0.1120000000000001,0.1120000000000001,1.393821962395284,1.1136777736506716,False,0.9631,7.465305048878006,F814W,4319.906596614127,7.19736697446059,0.5786,1.1982,0.2061,0.0,1.0,0.0
LEGA-C,COSMOS,256904,0.8622,spec,10.834,0.0299999999999993,0.0600000000000005,1.521,MAGPHYS (de Graaff+21),1.8,-9.325,-0.0530000000000008,-0.0530000000000008,1.3722949765624135,1.1499610356886132,False,0.3091,2.377774166728429,F814W,4371.173880356568,2.299204622452462,0.9645,2.0424,0.3513,0.0,1.0,0.0
LEGA-C,COSMOS,256980,0.9726,spec,10.844,0.0399999999999991,0.0500000000000007,0.953,MAGPHYS (de Graaff+21),1.5,-9.525,-0.0980000000000007,-0.0980000000000007,1.2211731304943385,0.9781080204798818,False,0.9136,7.267535467732885,F814W,4126.533509074318,6.92693325334395,0.8034,1.047,0.1801,0.0,1.0,0.0
LEGA-C,COSMOS,256994,0.8361,spec,10.778,0.0,0.0099999999999997,0.374,MAGPHYS (de Graaff+21),0.1,-11.52,0.3019999999999996,0.3019999999999996,2.118346097180912,1.1629043302213011,True,0.3052,2.325247247702338,F814W,4433.309732585371,2.2563613736011137,0.5686,2.7592,0.4746,0.0,1.0,0.0
LEGA-C,COSMOS,257285,0.8842,spec,10.961,0.0400000000000009,0.0499999999999989,1.268,MAGPHYS (de Graaff+21),1.7,-9.425,-0.0630000000000006,-0.0630000000000006,1.307240922511672,1.0602626706833138,False,0.7627,5.911741623611842,F814W,4320.13586668082,5.699638284450677,0.851,1.9268,0.3314,0.0,1.0,0.0
LEGA-C,COSMOS,257357,0.9486,spec,11.26,0.0099999999999997,0.0400000000000009,0.504,MAGPHYS (de Graaff+21),0.3,-11.07,0.2469999999999999,0.2469999999999999,2.043875938710798,1.2831602342632489,True,0.6113,4.831831005540999,F814W,4177.3581032536185,4.619496707527495,0.7286,4.6091,0.7928,0.0,1.0,0.0
LEGA-C,COSMOS,257455,0.6655,spec,10.682,0.0600000000000005,0.0899999999999998,0.356,MAGPHYS (de Graaff+21),0.4,-11.32,0.2620000000000004,0.2620000000000004,1.8744729122036,1.0503337160330677,True,0.3283,2.297827154875162,F814W,4887.421194836385,2.284782156256401,0.9024,4.9964,0.8594,0.0,1.0,0.0
LEGA-C,COSMOS,257619,0.6203,spec,10.622,0.0600000000000005,0.0700000000000002,0.246,MAGPHYS (de Graaff+21),0.4,-9.875,0.2870000000000008,0.2870000000000008,1.2988200263438396,0.9985936685551912,False,1.2218,8.29346590618302,F814W,5023.761031907672,8.303301461176005,0.757,0.6301,0.1084,0.0,1.0,0.0
LEGA-C,COSMOS,257619,0.6201,spec,10.622,0.0600000000000005,0.0700000000000002,0.246,MAGPHYS (de Graaff+21),0.4,-9.875,0.2870000000000008,0.2870000000000008,1.2988200263438396,0.9985936685551912,False,1.2218,8.292261805810567,F814W,5024.381211036356,8.302352142664567,0.757,0.6301,0.1084,0.0,1.0,0.0
LEGA-C,COSMOS,258059,0.8423,spec,11.234,0.0,0.0,0.195,MAGPHYS (de Graaff+21),0.8,-11.42,0.3719999999999999,0.3719999999999999,2.134617140601187,1.2241879710414016,True,0.5559,4.245265810495459,F814W,4418.390055908375,4.116028755646622,0.6044,3.3299,0.5727,0.0,1.0,0.0
LEGA-C,COSMOS,258059,0.8413,spec,11.234,0.0,0.0,0.195,MAGPHYS (de Graaff+21),0.8,-11.42,0.3719999999999999,0.3719999999999999,2.134617140601187,1.2241879710414016,True,0.5559,4.243664452496677,F814W,4420.789659479716,4.115034670855775,0.6044,3.3299,0.5727,0.0,1.0,0.0
LEGA-C,COSMOS,258091,0.89,spec,11.074,0.0,0.0,0.209,MAGPHYS (de Graaff+21),0.6,-11.42,0.5120000000000005,0.5120000000000005,2.018052866852848,1.162519860553854,True,0.5652,4.3893133295049305,F814W,4306.878306878307,4.22858176843875,0.9114,4.434,0.7626,0.0,1.0,0.0
LEGA-C,COSMOS,258467,0.9127,spec,11.079,0.0,0.0,0.179,MAGPHYS (de Graaff+21),0.4,-10.57,0.2919999999999998,0.2919999999999998,1.5480501290268858,0.9280684139409558,True,0.2602,2.035298299312186,F814W,4255.7641031003295,1.9549243467465052,0.6636,1.7957,0.3089,0.0,1.0,0.0
LEGA-C,COSMOS,258652,0.9821,spec,10.844,0.08,0.0700000000000002,0.7,MAGPHYS (de Graaff+21),0.5,-10.32,0.3369999999999997,0.3369999999999997,1.7414636410773434,1.064855526908464,True,0.4661,3.716671004982593,F814W,4106.755461379345,3.538232190546683,0.4345,4.0816,0.702,0.0,1.0,0.0
LEGA-C,COSMOS,258694,0.8605,spec,10.531,0.0099999999999997,0.0999999999999996,0.438,MAGPHYS (de Graaff+21),0.7,-10.42,0.4519999999999999,0.4519999999999999,1.626113776839428,1.259253301077924,False,0.2944,2.2633216169746966,F814W,4375.1679656006445,2.189033727163348,0.4908,0.7581,0.1304,0.0,1.0,0.0
LEGA-C,COSMOS,258814,0.8323,spec,10.851,0.0400000000000009,0.0399999999999991,1.308,MAGPHYS (de Graaff+21),1.8,-9.425,-0.048,-0.048,1.353113255800861,1.1480381121955288,False,0.5612,4.269388896645437,F814W,4442.503956775637,4.145053792876787,0.7764,1.7516,0.3013,0.0,1.0,0.0
LEGA-C,COSMOS,258814,0.8324,spec,10.851,0.0400000000000009,0.0399999999999991,1.308,MAGPHYS (de Graaff+21),1.8,-9.425,-0.048,-0.048,1.353113255800861,1.1480381121955288,False,0.5612,4.269554464902071,F814W,4442.261514953067,4.145157983777045,0.7764,1.7516,0.3013,0.0,1.0,0.0
LEGA-C,COSMOS,258977,0.8842,spec,11.506,0.0099999999999997,0.0,0.209,MAGPHYS (de Graaff+21),0.6,-11.42,0.5120000000000005,0.5120000000000005,2.042845356955651,1.147351466383343,True,1.1014,8.537029270022396,F814W,4320.13586668082,8.230735028836992,0.8122,4.9419,0.85,0.0,1.0,0.0
LEGA-C,COSMOS,259012,0.763,spec,10.971,0.1199999999999992,0.0500000000000007,0.574,MAGPHYS (de Graaff+21),0.6,-11.22,0.4670000000000005,0.4670000000000005,1.9524010690826703,1.1352274737129675,True,0.5986,4.420303529929684,F814W,4617.129892229155,4.333138935300958,0.534,2.5006,0.4301,0.0,1.0,0.0
LEGA-C,COSMOS,259077,0.7682,spec,10.999,0.0400000000000009,0.08,0.914,MAGPHYS (de Graaff+21),1.0,-10.52,0.3170000000000001,0.3170000000000001,1.852445760978944,1.4023769918098985,True,0.7434,5.503024939596609,F814W,4603.551634430494,5.390539523119058,0.4627,1.9438,0.3343,0.0,1.0,0.0
LEGA-C,COSMOS,259181,0.7641,spec,10.712,0.0700000000000002,0.0,0.005,MAGPHYS (de Graaff+21),0.3,-11.42,0.3070000000000004,0.3070000000000004,1.8412295315736096,1.0124261455777737,True,0.4367,3.2264497081306285,F814W,4614.25089280653,3.162333728518788,0.6781,4.185,0.7198,0.0,1.0,0.0
LEGA-C,COSMOS,259358,0.642,spec,10.93,0.0700000000000002,0.0300000000000011,0.608,MAGPHYS (de Graaff+21),0.7,-10.57,0.4519999999999999,0.4519999999999999,1.7570464263048802,1.202913326134641,True,0.701,4.8313882704714,F814W,4957.369062119367,4.821056848015028,0.4481,2.7626,0.4752,0.0,1.0,0.0
LEGA-C,COSMOS,259358,0.6421,spec,10.93,0.0700000000000002,0.0300000000000011,0.608,MAGPHYS (de Graaff+21),0.7,-10.57,0.4519999999999999,0.4519999999999999,1.7570464263048802,1.202913326134641,True,0.701,4.831716429499855,F814W,4957.067170087084,4.821310900912441,0.4481,2.7626,0.4752,0.0,1.0,0.0
LEGA-C,COSMOS,259363,0.6654,spec,10.758,0.2199999999999988,0.0100000000000015,0.478,MAGPHYS (de Graaff+21),0.5,-11.57,0.4369999999999994,0.4369999999999994,2.012819614458667,1.1293521625019818,True,0.4716,3.300599149997717,F814W,4887.714663143989,3.2819105769579764,0.6177,4.8982,0.8425,0.0,1.0,0.0
LEGA-C,COSMOS,259495,0.7191,spec,10.866,0.08,0.1300000000000007,0.985,MAGPHYS (de Graaff+21),1.1,-10.27,0.1969999999999991,0.1969999999999991,1.5659053907748235,1.217381682023591,False,0.3053,2.2048966123949687,F814W,4735.035774533186,2.175086562013427,0.88,2.4478,0.421,0.0,1.0,0.0
LEGA-C,COSMOS,259497,0.7042,spec,11.037,0.1100000000000012,0.0,0.131,MAGPHYS (de Graaff+21),0.2,-10.92,0.2970000000000006,0.2970000000000006,1.761491429096076,1.0779369396407683,True,1.065,7.62853025382853,F814W,4776.434690763995,7.541788219194275,0.9741,5.5987,0.963,0.0,1.0,0.0
LEGA-C,COSMOS,259595,0.7193,spec,10.93,0.0700000000000002,0.0700000000000002,0.807,MAGPHYS (de Graaff+21),0.9,-10.37,0.3170000000000001,0.3170000000000001,1.8660487589125792,1.459535860083834,False,0.9561,6.905761997427288,F814W,4734.48496481126,6.812198446662689,0.3018,2.3989,0.4126,0.0,1.0,0.0
LEGA-C,COSMOS,259610,0.8903,spec,11.467,0.120000000000001,0.0299999999999993,1.275,MAGPHYS (de Graaff+21),0.7,-10.47,0.2420000000000008,0.2420000000000008,1.971536442515092,1.4813313718118266,True,1.8945,14.714033124858574,F814W,4306.194783896736,14.174659851964492,0.3317,3.3305,0.5728,0.0,1.0,0.0
LEGA-C,COSMOS,259737,0.703,spec,10.797,0.0500000000000007,0.1199999999999992,0.678,MAGPHYS (de Graaff+21),0.5,-10.52,0.2070000000000007,0.2070000000000007,1.8415346050299173,1.2105490191641195,True,0.7419,5.310583117976129,F814W,4779.800352319437,5.251122486807285,0.6476,4.7549,0.8178,0.0,1.0,0.0
LEGA-C,COSMOS,259737,0.7024,spec,10.797,0.0500000000000007,0.1199999999999992,0.678,MAGPHYS (de Graaff+21),0.5,-10.52,0.2070000000000007,0.2070000000000007,1.8415346050299173,1.2105490191641195,True,0.7419,5.308778496083106,F814W,4781.484962406015,5.24980053339295,0.6476,4.7549,0.8178,0.0,1.0,0.0
LEGA-C,COSMOS,260083,0.7011,spec,10.855,0.0,0.0,0.028,MAGPHYS (de Graaff+21),0.8,-11.77,0.4269999999999996,0.4269999999999996,1.9557777868990869,1.0595996800511824,True,0.4301,3.075374183507204,F814W,4785.139027687967,3.041789128107248,0.8759,5.6051,0.9641,0.0,1.0,0.0
LEGA-C,COSMOS,260083,0.7005,spec,10.855,0.0,0.0,0.028,MAGPHYS (de Graaff+21),0.8,-11.77,0.4269999999999996,0.4269999999999996,1.9557777868990869,1.0595996800511824,True,0.4301,3.074323228011827,F814W,4786.827403704793,3.041017836787252,0.8759,5.6051,0.9641,0.0,1.0,0.0
LEGA-C,COSMOS,260163,0.7529,spec,10.98,0.0099999999999997,0.0199999999999995,0.921,MAGPHYS (de Graaff+21),1.0,-11.32,0.2070000000000007,0.2070000000000007,1.9847419969548368,1.2494033222737542,True,0.6124,4.50026528279791,F814W,4643.7332420560215,4.417864894576644,0.8068,2.8517,0.4905,0.0,1.0,0.0
LEGA-C,COSMOS,260355,0.8935,spec,11.187,0.1099999999999994,0.0200000000000013,2.15,MAGPHYS (de Graaff+21),2.1,-9.425,0.0120000000000004,0.0120000000000004,1.4475929262104108,1.4491256513755533,False,0.8677,6.746208217970619,F814W,4298.917348824927,6.49616450357968,0.4694,1.9576,0.3367,0.0,1.0,0.0
LEGA-C,COSMOS,260448,0.8806,spec,10.821,0.0999999999999996,0.0700000000000002,0.21,MAGPHYS (de Graaff+21),0.5,-10.92,0.5020000000000007,0.5020000000000007,1.846726455126073,1.2242501149452163,True,0.6366,4.928381439009024,F814W,4328.405827927257,4.753831734548876,0.6022,4.0108,0.6899,0.0,1.0,0.0
LEGA-C,COSMOS,260596,0.8854,spec,11.012,0.0300000000000011,0.1399999999999988,0.652,MAGPHYS (de Graaff+21),1.1,-9.725,0.0020000000000006,0.0020000000000006,1.3683941177967944,1.0629484568497656,False,1.054,8.172891999561623,F814W,4317.386231038507,7.878408299766381,0.9867,1.5125,0.2601,0.0,1.0,0.0
LEGA-C,COSMOS,260858,0.8423,spec,11.234,0.1600000000000001,0.1199999999999992,0.991,MAGPHYS (de Graaff+21),0.6,-10.32,0.3219999999999992,0.3219999999999992,1.802520293143761,1.381289498245434,False,1.4488,11.064114240413424,F814W,4418.390055908375,10.727293508150431,0.6489,2.8177,0.4846,0.0,1.0,0.0
LEGA-C,COSMOS,260858,0.8424,spec,11.234,0.1600000000000001,0.1199999999999992,0.991,MAGPHYS (de Graaff+21),0.6,-10.32,0.3219999999999992,0.3219999999999992,1.802520293143761,1.381289498245434,False,1.4488,11.064531009187869,F814W,4418.150238818932,10.727552019533611,0.6489,2.8177,0.4846,0.0,1.0,0.0
LEGA-C,COSMOS,261099,0.9573,spec,10.814,0.0700000000000002,0.1400000000000005,0.946,MAGPHYS (de Graaff+21),0.2,-10.27,0.0869999999999997,0.0869999999999997,1.572616987874438,1.1883802209086285,False,0.8613,6.824020595700413,F814W,4158.790170132325,6.516877838190027,0.328,2.5437,0.4375,0.0,1.0,0.0
LEGA-C,COSMOS,261115,0.8774,spec,10.793,0.129999999999999,0.0100000000000015,0.29,MAGPHYS (de Graaff+21),0.6,-10.92,0.4019999999999992,0.4019999999999992,1.84163209188904,1.167184649881424,True,0.2662,2.058615714671429,F814W,4335.783530414403,1.986550823549757,0.454,2.6075,0.4485,0.0,1.0,0.0
LEGA-C,COSMOS,261136,0.8846,spec,10.722,0.1699999999999999,0.0400000000000009,1.418,MAGPHYS (de Graaff+21),0.7,-10.02,0.2270000000000003,0.2270000000000003,1.6881484842761112,1.3453594607371864,False,0.4122,3.195417213179374,F814W,4319.218932399448,3.080607538077943,0.3419,1.4351,0.2468,0.0,1.0,0.0
LEGA-C,COSMOS,261268,0.6658,spec,10.935,0.0200000000000013,0.129999999999999,0.081,MAGPHYS (de Graaff+21),0.8,-11.42,0.4969999999999999,0.4969999999999999,2.0950250956418377,1.2509518114865892,True,0.6596,4.617527974923134,F814W,4886.541001320687,4.591107068086567,0.6177,4.2365,0.7287,0.0,1.0,0.0
LEGA-C,COSMOS,261431,0.9338,spec,11.199,0.0,0.0,0.209,MAGPHYS (de Graaff+21),0.3,-11.42,0.5120000000000005,0.5120000000000005,2.092683264489384,1.1679684997282722,True,0.6166,4.853430697234736,F814W,4209.328782707622,4.64899997472078,0.5908,5.1401,0.8841,0.0,1.0,0.0
LEGA-C,COSMOS,261923,0.9535,spec,11.245,0.0099999999999997,0.0,0.097,MAGPHYS (de Graaff+21),0.5,-11.27,0.532,0.532,1.8702251363419544,1.1834402424747883,True,0.8804,6.968189415136568,F814W,4166.879959047863,6.657791552053936,0.7274,3.6901,0.6347,0.0,1.0,0.0
3D-HST,AEGIS,17,1.7499,phot,10.47,,,1.6,FAST (Momcheva+16),1.6,-9.27,,-0.1999999999999993,1.4618343860082388,1.342654514815261,False,0.233094,1.9712039856244823,F160W,5600.203643768864,2.0278695895063925,0.73,5.4094,0.976997,0.0,,
3D-HST,AEGIS,64,3.8754,phot,10.58,,,1.2,FAST (Momcheva+16),1.2,-9.02,,0.0999999999999996,1.0780993319683398,1.4673310286358097,False,0.136686,0.9626529329725092,F160W,3158.7151823440126,0.8582322977096463,0.9908,3.0956,4.2793,0.0,,
3D-HST,AEGIS,164,2.1686,phot,10.93,,,2.0,FAST (Momcheva+16),2.0,-9.09,,-0.4000000000000003,1.3991361413944996,1.5588245875233222,False,0.3699,3.0642597764345973,F160W,4860.190620463296,3.042610817757977,0.791,0.5876,0.06366,0.0,,
3D-HST,AEGIS,179,4.509,phot,12.09,,,0.0,FAST (Momcheva+16),0.0,-10.35,,0.0999999999999996,2.200949084706844,-0.7644789857075952,True,2.87066,18.94375128572956,F160W,2795.425667090216,16.380813629445274,0.42,1.6879,0.974179,0.0,,
3D-HST,AEGIS,185,2.3879,phot,10.21,,,1.0,FAST (Momcheva+16),1.0,-9.01,,-0.1999999999999993,0.8776822744878643,0.9924165093256868,False,0.273114,2.225440218830009,F160W,4545.588712771923,2.17305623813282,0.4887,0.5157,0.123166,0.0,,
3D-HST,AEGIS,195,1.561,phot,11.0,,,1.0,FAST (Momcheva+16),1.0,-10.01,,0.5999999999999996,1.3837094228344695,1.6885948528022696,False,0.63036,5.339646297690581,F160W,6013.276064037485,5.591750361364767,0.547,1.2404,0.0713197,0.0,,
3D-HST,AEGIS,296,1.9806,phot,10.93,,,0.9,FAST (Momcheva+16),0.9,-10.17,,-0.0999999999999996,1.4388779270679937,0.8918845046171869,True,0.168552,1.4124010723614815,F160W,5166.744950681071,1.4240321470816546,0.5754,2.1886,0.0846056,0.0,,
3D-HST,AEGIS,316,2.4476,phot,10.47,,,0.8,FAST (Momcheva+16),0.8,-9.2,,0.0999999999999996,0.7066218547756202,1.1745953701045748,False,0.800004,6.48665615731941,F160W,4466.8755075994895,6.306368419062191,0.3776,0.3782,0.0713573,0.0,,
3D-HST,AEGIS,319,1.8739,phot,10.51,,,0.6,FAST (Momcheva+16),0.6,-9.24,,0.4000000000000003,0.8082583436652118,0.9489971700027964,False,0.0912,0.7680761594455887,F160W,5358.571975364487,0.7814911264895599,0.8401,5.1736,0.400631,0.0,,
3D-HST,AEGIS,366,2.1883,phot,10.29,,,0.6,FAST (Momcheva+16),0.6,-9.27,,-0.1999999999999993,0.9509438061056048,0.6827689344901278,False,0.364944,3.0190894821939875,F160W,4830.160273499984,2.993118212350015,0.3636,0.5988,0.0484753,0.0,,
3D-HST,AEGIS,381,4.1235,phot,10.93,,,1.0,FAST (Momcheva+16),1.0,-10.35,,0.0999999999999996,2.334299692438421,0.1498427622817087,True,0.139308,0.9562836712661992,F160W,3005.757782765688,0.84204002246751,0.4335,0.6423,0.594275,0.0,,
3D-HST,AEGIS,397,2.1194,phot,10.21,,,2.6,FAST (Momcheva+16),2.6,-9.79,,-1.0,1.437373523004758,1.9938847531347608,False,0.282942,2.351598056385181,F160W,4936.846829518497,2.344137080333367,0.5248,1.4522,0.498553,0.0,,
3D-HST,AEGIS,435,3.4169,phot,10.69,,,0.5,FAST (Momcheva+16),0.5,-9.64,,0.1999999999999993,1.558958843724128,1.2960667072722611,False,1.77102,13.07879548609801,F160W,3486.6082546582443,11.95159963008152,0.4306,0.5114,1.03028,0.0,,
3D-HST,AEGIS,438,1.7035,phot,10.28,,,0.5,FAST (Momcheva+16),0.5,-9.56,,0.4000000000000003,0.9870239139503711,0.9764190699063156,False,0.643368,5.446102018566974,F160W,5696.319585722212,5.626545796557111,0.2719,0.551,0.0617256,0.0,,
3D-HST,AEGIS,439,2.5103,phot,10.65,,,1.4,FAST (Momcheva+16),1.4,-10.54,,-0.1999999999999993,1.9910425108993657,1.1590879053684149,True,0.218052,1.7585956498265054,F160W,4387.089422556477,1.702031585021916,0.5951,5.1951,1.31045,0.0,,
3D-HST,AEGIS,447,1.7857,grism,10.77,,,0.2,FAST (Momcheva+16),0.2,-11.61,,0.3000000000000007,1.760539042702573,1.1440003910351704,True,0.140484,1.1868694719281576,F160W,5528.2334781204,1.2170461654226594,0.3814,1.7568,0.119509,0.0,,
3D-HST,AEGIS,478,1.9549,phot,10.57,,,1.3,FAST (Momcheva+16),1.3,-9.22,,-0.0999999999999996,1.2124866417377465,1.1707252341236978,False,0.516378,4.3327762758813,F160W,5211.68229043284,4.377924290243444,0.4959,0.8492,0.0795098,0.0,,
3D-HST,AEGIS,479,3.243,phot,10.44,,,0.1,FAST (Momcheva+16),0.1,-9.64,,0.1999999999999993,1.3133081767272308,0.3619756136266403,True,0.305748,2.298464052829252,F160W,3629.507423992458,2.1215688836109585,0.3639,2.6236,1.63057,0.0,,
3D-HST,AEGIS,501,4.3183,phot,11.1,,,1.4,FAST (Momcheva+16),1.4,-9.74,,0.0999999999999996,2.931650541246569,-0.1753367827574934,True,0.127422,0.8573677117941052,F160W,2895.662147678769,0.7479311053394756,0.7893,0.2321,0.258469,0.0,,
3D-HST,AEGIS,504,1.8436,phot,10.51,,,0.6,FAST (Momcheva+16),0.6,-10.54,,-0.1999999999999993,1.5157481301572593,0.6810760127816635,True,0.09951,0.8390624822216936,F160W,5415.670277113518,0.8559824395843553,0.714,7.4071,0.599588,0.0,,
